priority_score,puzzle_count,ogs_id,status,slug_generated,slug_unidecode,cleaned_name,original_name,unidecode_name,tier,matched_to
0.5231,23,2043,slug_collision,ogs-unknown,chi-zi-ti-yi-cuo,吃子题-易错,吃子题-易错,Chi Zi Ti -Yi Cuo ,premier,
0.523,10,8318,new_entry,n-i-qu-n-tr-n-l-p,noi-quan-tren-lop,Nối quân trên lớp,Nối quân trên lớp,Noi quan tren lop,premier,
0.523,11,6227,new_entry,big-points-that-affect-fightings,shi-guan-gong-fang-de-da-yi-big-points-that-affect-fightings,事關攻防的大埸 Big points that affect fightings,事關攻防的大埸 Big points that affect fightings,Shi Guan Gong Fang De Da Yi  Big points that affect fightings,premier,
0.523,23,10778,new_entry,probl-me-de-vie-ou-de-mort,probleme-de-vie-ou-de-mort,Problème de vie ou de mort,Problème de vie ou de mort,Probleme de vie ou de mort,premier,
0.523,12,7804,new_entry,30k-gohouse002,30k-gohouse002,30K Gohouse002,30K Gohouse002,30K Gohouse002,premier,
0.5229,27,9716,new_entry,eat-me-if-you-can,eat-me-if-you-can,eat me if you can,eat me if you can,eat me if you can,premier,
0.5227,48,3434,new_entry,dutch-go-magazine-1987-24,dutch-go-magazine-1987-24,Dutch Go Magazine 1987 (24),Dutch Go Magazine 1987 (24)  [Atorrante],Dutch Go Magazine 1987 (24)  [Atorrante],premier,
0.5224,45,6651,new_entry,tesuji-for-alive,zuo-huo-de-shou-jin-tesuji-for-alive,做活的手筋 Tesuji for alive,做活的手筋 Tesuji for alive,Zuo Huo De Shou Jin  Tesuji for alive,premier,
0.5223,13,6081,new_entry,snapback-for-twice,lian-pu-snapback-for-twice,連撲 Snapback for twice,連撲 Snapback for twice,Lian Pu  Snapback for twice,premier,
0.522,12,5720,new_entry,1200igo-quiz7,1200igo-quiz7,1200igo Quiz7,1200igo Quiz7,1200igo Quiz7,premier,
0.522,13,5738,new_entry,escape-after-atari,jiao-chi-yi-hou-tao-chu-escape-after-atari,叫吃以後逃出 Escape after atari,叫吃以後逃出 Escape after atari,Jiao Chi Yi Hou Tao Chu  Escape after atari,premier,
0.522,10,4771,new_entry,week-1-beginner,week-1-beginner,week 1 (Beginner),week 1 (Beginner),week 1 (Beginner),premier,
0.5217,11,6230,new_entry,big-points-for-both-sides,shi-guan-shuang-fang-fa-zhan-de-da-chang-big-points-for-both-sid,事關雙方發展的大場 Big points for both sides,事關雙方發展的大場 Big points for both sides,Shi Guan Shuang Fang Fa Zhan De Da Chang  Big points for both sides,premier,
0.5216,50,5084,new_entry,day-6,day-6,day 6,day  6,day  6,premier,
0.5216,117,10862,already_matched,attack-and-defense-elementary-go-series-akira-ishida-and-james-d,attack-and-defense-elementary-go-series-akira-ishida-and-james-d,Attack and Defense (Elementary Go Series) Akira Ishida and James Davies,Attack and Defense (Elementary Go Series) Akira Ishida and James Davies,Attack and Defense (Elementary Go Series) Akira Ishida and James Davies,premier,ishida-tsumego-masterpieces
0.5216,18,9199,new_entry,falling-in-love-with-baduk-dahye-lee-jihee-baek,falling-in-love-with-baduk-dahye-lee-jihee-baek,Falling in love with Baduk (Dahye Lee & Jihee Baek),Falling in love with Baduk (Dahye Lee & Jihee Baek) [Atorrante],Falling in love with Baduk (Dahye Lee & Jihee Baek) [Atorrante],premier,
0.5216,19,1021,slug_collision,19,treniruisia-kak-profi-19,Тренируйся как профи.19,Тренируйся как профи.19,Treniruisia kak profi.19,premier,
0.5215,74,3098,new_entry,utaro-hashimoto-6-1980-isbn4-381-00571-6,utaro-hashimoto-6-1980-isbn4-381-00571-6,Utaro Hashimoto (6) 1980 - ISBN4-381-00571-6,Utaro Hashimoto (6) 1980 - ISBN4-381-00571-6  [Atorrante],Utaro Hashimoto (6) 1980 - ISBN4-381-00571-6  [Atorrante],premier,
0.5214,43,4004,slug_collision,ogs-2,zadachi-na-vziatie-kamnei-2,Задачи на взятие камней. 2,Задачи на взятие камней. 2,Zadachi na vziatie kamnei. 2,curated,
0.5213,13,8654,new_entry,escape2,edinhnii-escape2,เดินหนี Escape2,เดินหนี Escape2,edinhnii Escape2,curated,
0.5213,53,6871,already_matched,xuanxuan-qijing-mysterious-weiqi-classic-gateway-to-all-marvels,xuan-xuan-qi-jing-xuanxuan-qijing-mysterious-weiqi-classic-gatew,玄玄棋經 Xuanxuan Qijing / Mysterious weiqi classic / Gateway to All Marvels,玄玄棋經 Xuanxuan Qijing / Mysterious weiqi classic / Gateway to All Marvels,Xuan Xuan Qi Jing  Xuanxuan Qijing / Mysterious weiqi classic / Gateway to All Marvels,curated,xuanxuan-qijing
0.5211,12,7805,new_entry,30k-gohouse003,30k-gohouse003,30K Gohouse003,30K Gohouse003,30K Gohouse003,curated,
0.5209,12,7806,new_entry,30k-gohouse004,30k-gohouse004,30K Gohouse004,30K Gohouse004,30K Gohouse004,curated,
0.5207,53,1243,new_entry,cho-chikun-life-and-death,cho-chikun-life-and-death,Cho Chikun - Life and Death,Cho Chikun - Life and Death,Cho Chikun - Life and Death,curated,
0.5207,13,9684,new_entry,ko-loop-concept,ko-loop-concept,Ko / Loop Concept,Ko / Loop Concept,Ko / Loop Concept,curated,
0.5206,31,2984,new_entry,test1357890,test1357890,test1357890,test1357890,test1357890,curated,
0.5206,12,1199,new_entry,l-nea-de-la-muerte,linea-de-la-muerte,Línea de la Muerte,Línea de la Muerte,Linea de la Muerte,curated,
0.5206,14,3934,new_entry,ejercicios-capturas-i,ejercicios-capturas-i,Ejercicios capturas I,Ejercicios capturas I,Ejercicios capturas I,curated,
0.5205,24,8937,new_entry,ogs-4,glaza-test-4,Глаза Тест 4,Глаза Тест 4,Glaza Test 4,curated,
0.5204,109,2438,new_entry,life-and-death-problems,life-and-death-problems,Life-and-Death Problems,Life-and-Death Problems,Life-and-Death Problems,curated,
0.5196,12,7575,new_entry,nefes-liberties,nefes-liberties,Nefes - Liberties,Nefes - Liberties,Nefes - Liberties,curated,
0.5196,17,9410,new_entry,captures-and-eyes-revision,captures-and-eyes-revision,Captures and Eyes Revision,Captures and Eyes Revision,Captures and Eyes Revision,curated,
0.5194,13,8674,slug_collision,ogs-unknown,dabebil-aataari,ดับเบิล อาตาริ,ดับเบิล อาตาริ,dabebil `aataari,curated,
0.5194,60,5874,already_matched,2-intermediate-double-gote-yose-value2,jin-jie-shuang-hou-guan-zi-da-xiao-2-intermediate-double-gote-yo,進階雙後官子大小2 Intermediate Double gote Yose value2,進階雙後官子大小2 Intermediate Double gote Yose value2,Jin Jie Shuang Hou Guan Zi Da Xiao 2 Intermediate Double gote Yose value2,curated,endgame-problems
0.5192,14,752,slug_collision,ogs-3,tesudzi-3,Тесудзи.3,Тесудзи.3,Tesudzi.3,curated,
0.5191,50,5110,new_entry,day-8,day-8,day 8,day 8,day 8,curated,
0.5188,24,8328,new_entry,btvn-bu-i-2,btvn-buoi-2,BTVN buổi 2,BTVN buổi 2,BTVN buoi 2,curated,
0.5186,10,7807,new_entry,30k-gohouse005,30k-gohouse005,30K Gohouse005,30K Gohouse005,30K Gohouse005,curated,
0.5185,12,5977,new_entry,2-life-and-death-training-2,si-huo-xun-lian-2-life-and-death-training-2,死活訓練2 Life and Death training 2,死活訓練2 Life and Death training 2,Si Huo Xun Lian 2 Life and Death training 2,curated,
0.5179,12,1791,new_entry,atari-mutuo,atari-mutuo,Atari mutuo,Atari mutuo,Atari mutuo,curated,
0.5179,392,2384,slug_collision,ogs-unknown,stan-sil-nym-v-tesudzi,Стань сильным в тэсудзи,Стань сильным в тэсудзи,Stan' sil'nym v tesudzi,curated,
0.5178,110,7086,new_entry,beginner2,beginner2,Beginner2,Beginner2,Beginner2,curated,
0.5177,113,3175,new_entry,utaro-hashimoto-1-1979-isbn4-381-00570-8,utaro-hashimoto-1-1979-isbn4-381-00570-8,Utaro Hashimoto (1) 1979 - ISBN4-381-00570-8,Utaro Hashimoto (1) 1979 - ISBN4-381-00570-8  [Atorrante],Utaro Hashimoto (1) 1979 - ISBN4-381-00570-8  [Atorrante],curated,
0.5176,26,2483,new_entry,learn-to-play-go-easy,learn-to-play-go-easy,Learn to play Go easy,Learn to play Go easy,Learn to play Go easy,curated,
0.5175,12,6357,new_entry,killing-the-l-group,killing-the-l-group,Killing the L group,Killing the L group,Killing the L group,curated,
0.5175,30,9734,new_entry,basic-tactical-fights-from-kano-books-1-and-2,basic-tactical-fights-from-kano-books-1-and-2,Basic tactical fights (from Kano books 1 and 2),Basic tactical fights (from Kano books 1 and 2),Basic tactical fights (from Kano books 1 and 2),curated,
0.5174,70,6257,new_entry,british-go-journal-1967-1980-atorrante,british-go-journal-1967-1980-atorrante,British Go Journal 1967-1980 (Atorrante),British Go Journal 1967-1980 (Atorrante),British Go Journal 1967-1980 (Atorrante),curated,
0.5172,240,10979,new_entry,o-g-s-learn-to-play-go-part-7-1-7-19,o-g-s-learn-to-play-go-part-7-1-7-19,O.G.S.: Learn to play go part 7.1 ~.7.19,O.G.S.: Learn to play go part 7.1 ~.7.19 [Atorrante],O.G.S.: Learn to play go part 7.1 ~.7.19 [Atorrante],curated,
0.5165,66,4873,new_entry,techniques-of-whole-board-thinking,techniques-of-whole-board-thinking,Techniques of Whole Board Thinking,Techniques of Whole Board Thinking,Techniques of Whole Board Thinking,curated,
0.5165,20,9851,slug_collision,ogs-4,tekhnika-4,Техника 4,Техника 4,Tekhnika 4,curated,
0.5163,14,2553,new_entry,hyacinth-lecture-problems-debt-collecting-1,hyacinth-lecture-problems-debt-collecting-1,Hyacinth Lecture Problems: Debt Collecting - 1,Hyacinth's Lecture Problems: Debt Collecting - 1,Hyacinth's Lecture Problems: Debt Collecting - 1,curated,
0.5162,83,3416,new_entry,dutch-go-magazine-1982-83-20,dutch-go-magazine-1982-83-20,Dutch Go Magazine 1982-83 (20),Dutch Go Magazine 1982-83 (20)  [Atorrante],Dutch Go Magazine 1982-83 (20)  [Atorrante],curated,
0.5161,117,10757,new_entry,10-5,si-huo-zhuan-xiang-xun-lian-10ji-dao-5ji,死活專項訓練 (10級到5級）,死活專項訓練 (10級到5級）,Si Huo Zhuan Xiang Xun Lian  (10Ji Dao 5Ji ),curated,
0.5161,11,3885,new_entry,30k-25k-atari-fr,30k-25k-atari-fr,30K-25K Atari (FR),30K-25K Atari (FR),30K-25K Atari (FR),curated,
0.516,13,5576,new_entry,double-atari,shuang-jiao-chi-double-atari,雙叫吃 Double Atari,雙叫吃 Double Atari,Shuang Jiao Chi  Double Atari,curated,
0.5158,48,3442,new_entry,dutch-go-magazine-1989-26,dutch-go-magazine-1989-26,Dutch Go Magazine 1989 (26),Dutch Go Magazine 1989 (26)  [Atorrante],Dutch Go Magazine 1989 (26)  [Atorrante],curated,
0.5158,12,1810,new_entry,atari-en-primera-l-nea,atari-en-primera-linea,atari en primera línea,atari en primera línea,atari en primera linea,curated,
0.5157,200,7817,new_entry,go-seigen-jikyou-fusoku-isbn-4-416-79711-7,go-seigen-jikyou-fusoku-isbn-4-416-79711-7,Go Seigen Jikyou Fusoku - ISBN 4-416-79711-7,Go Seigen's Jikyou Fusoku - ISBN 4-416-79711-7 [Atorrante],Go Seigen's Jikyou Fusoku - ISBN 4-416-79711-7 [Atorrante],curated,
0.5157,23,3307,new_entry,madgo-hkgca-the-l-shape-7,madgo-hkgca-the-l-shape-7zi-xing-si-huo,Madgo(HKGCA)_The L-Shape(7字形死活),Madgo(HKGCA)_The L-Shape(7字形死活),Madgo(HKGCA)_The L-Shape(7Zi Xing Si Huo ),curated,
0.5154,10,8333,new_entry,b-t-t-i-c-a-tr-n-l-p,bat-tai-cua-tren-lop,Bắt tại cửa trên lớp,Bắt tại cửa trên lớp,Bat tai cua tren lop,curated,
0.5153,10,2589,new_entry,common-josekis-for-beginners,common-josekis-for-beginners,Common Josekis for Beginners,Common Josekis's for Beginners,Common Josekis's for Beginners,curated,
0.515,202,6305,new_entry,british-go-journal-2011-2020-atorrante,british-go-journal-2011-2020-atorrante,British Go Journal 2011-2020 (Atorrante),British Go Journal 2011-2020 (Atorrante),British Go Journal 2011-2020 (Atorrante),curated,
0.5149,250,7238,new_entry,nyudan-strongly-made-compulsory-tesuji-250-isbn-4818202770,nyudan-strongly-made-compulsory-tesuji-250-isbn-4818202770,Nyudan strongly made compulsory tesuji 250 - ISBN 4818202770,Nyudan's strongly made compulsory tesuji 250  -  ISBN 4818202770 [Atorrante],Nyudan's strongly made compulsory tesuji 250  -  ISBN 4818202770 [Atorrante],curated,
0.5149,20,2994,new_entry,pim-basic-tesuji-leader-net-snapback-and-apply-3-tactics,pim-basic-tesuji-leader-net-snapback-and-apply-3-tactics,"PIM Basic Tesuji Leader, Net, Snapback and apply 3 tactics","PIM Basic Tesuji Leader, Net, Snapback and apply 3 tactics","PIM Basic Tesuji Leader, Net, Snapback and apply 3 tactics",curated,
0.5149,30,1784,new_entry,l-d-problems,l-d-problems,L&D Problems,L&D Problems,L&D Problems,curated,
0.5148,11,1799,new_entry,bordes,bordes,Bordes,Bordes,Bordes,curated,
0.5147,14,10149,new_entry,alex-introduction-to-bad-results,alex-introduction-to-bad-results,Alex Introduction to Bad Results,Alex's Introduction to Bad Results,Alex's Introduction to Bad Results,curated,
0.5145,13,8652,slug_collision,capture2,cchabkin-capture2,จับกิน Capture2,จับกิน Capture2,cchabkin Capture2,curated,
0.5145,12,5607,already_matched,2-capturing-race-2,dui-sha-2-capturing-race-2,對殺2 Capturing race 2,對殺2 Capturing race 2,Dui Sha 2 Capturing race 2,curated,capturing-race
0.5144,100,4074,new_entry,japanese-tsumego,japanese-tsumego,Japanese Tsumego,Japanese Tsumego,Japanese Tsumego,curated,
0.5141,10,3798,new_entry,pim-2-eyes,pim-2-eyes,PIM 2 Eyes,PIM 2 Eyes,PIM 2 Eyes,curated,
0.5141,11,8707,slug_collision,ogs-unknown,epidekm-l-m,เปิดเกม - ล้อม,[camp] เปิดเกม - ล้อม,[camp] epidekm - l`m,curated,
0.514,62,6896,already_matched,gokyo-shumyo-brilliancies-from-go-classics,qi-jing-zhong-miao-gokyo-shumyo-brilliancies-from-go-classics,碁経衆妙 Gokyo Shumyo / Brilliancies from Go Classics,碁経衆妙 Gokyo Shumyo / Brilliancies from Go Classics,Qi Jing Zhong Miao  Gokyo Shumyo / Brilliancies from Go Classics,curated,gokyo-shumyo
0.5136,24,6423,new_entry,easy-capture-for-beginner,easy-capture-for-beginner,Easy Capture for Beginner,Easy Capture for Beginner,Easy Capture for Beginner,curated,
0.5135,21,10876,new_entry,i-c-v-y-tr-ng-i-h-c-y-d-c-hu-lu-t-c-b-n-1,doi-co-vay-truong-dai-hoc-y-duoc-hue-luat-co-ban-1,Đội Cờ vây Trường Đại Học Y dược Huế - Luật cơ bản #1,Đội Cờ vây Trường Đại Học Y dược Huế - Luật cơ bản #1,Doi Co vay Truong Dai Hoc Y duoc Hue - Luat co ban #1,curated,
0.5133,35,1050,new_entry,easy-haengma,easy-haengma,Easy Haengma,Easy Haengma,Easy Haengma,curated,
0.5132,289,10993,new_entry,o-g-s-learn-to-play-go-part-7-20-7-34,o-g-s-learn-to-play-go-part-7-20-7-34,O.G.S.: Learn to play go part 7.20~.7.34,O.G.S.: Learn to play go part 7.20~.7.34 [Atorrante],O.G.S.: Learn to play go part 7.20~.7.34 [Atorrante],curated,
0.5131,18,7119,new_entry,probl-me-go,probleme-go,problème go,problème go,probleme go,curated,
0.513,12,5633,new_entry,play-like-god-of-go-4,play-like-god-of-go-4,play like god of go 4,play like god of go 4,play like god of go 4,curated,
0.5129,13,5518,new_entry,joseki-and-joseki,joseki-and-joseki,Joseki and joseki...,Joseki and joseki...,Joseki and joseki...,curated,
0.5129,58,9689,new_entry,basic-tesuji-2,basic-tesuji-2,Basic Tesuji #2,Basic Tesuji #2,Basic Tesuji #2,curated,
0.5128,14,6069,new_entry,5-capturing-race5,dui-sha-5-capturing-race5,對殺5 Capturing race5,對殺5 Capturing race5,Dui Sha 5 Capturing race5,curated,
0.5127,16,9775,new_entry,critical-moment-of-life-and-death-1,critical-moment-of-life-and-death-1,Critical moment of Life and Death 1,Critical moment of Life and Death 1,Critical moment of Life and Death 1,curated,
0.5127,24,5812,new_entry,day-9,day-9,day 9,day 9,day 9,curated,
0.5122,16,7850,new_entry,absolute-basics-i-life-death-and-capturing,absolute-basics-i-life-death-and-capturing,"Absolute Basics I - Life, Death and Capturing","Absolute Basics I - Life, Death and Capturing","Absolute Basics I - Life, Death and Capturing",curated,
0.5122,11,917,new_entry,killing-exercise-1,killing-exercise-1,Killing exercise-1,Killing exercise-1,Killing exercise-1,curated,
0.5121,14,5684,already_matched,squeeze,gun-da-bao-shou-squeeze,滾打包收 Squeeze,滾打包收 Squeeze,Gun Da Bao Shou  Squeeze,curated,liberty-shortage
0.5119,20,10186,new_entry,ybc-big-or-urgent-mid-game-and-opening,ybc-big-or-urgent-mid-game-and-opening,YBC: Big or Urgent? (Mid Game and Opening),YBC: Big or Urgent? (Mid Game and Opening),YBC: Big or Urgent? (Mid Game and Opening),curated,
0.5119,24,3009,new_entry,pim-how-to-capture,pim-how-to-capture,PIM How to Capture,PIM How to Capture,PIM How to Capture,curated,
0.5119,10,8684,slug_collision,ogs-unknown,sviazi-kamnei,Связи камней,Связи камней,Sviazi kamnei,curated,
0.5119,11,5963,new_entry,the-raccoon-dog-drums-his-belly,huang-ying-pu-die-the-raccoon-dog-drums-his-belly,黃鶯撲蝶 The raccoon-dog drums his belly,黃鶯撲蝶 The raccoon-dog drums his belly,Huang Ying Pu Die  The raccoon-dog drums his belly,curated,
0.5119,61,3395,new_entry,dutch-go-magazine-1979-80-17,dutch-go-magazine-1979-80-17,Dutch Go Magazine 1979-80 (17),Dutch Go Magazine 1979-80 (17)  [Atorrante],Dutch Go Magazine 1979-80 (17)  [Atorrante],curated,
0.5118,12,6150,new_entry,monkey-climbing-the-mountain,hou-zi-fan-shan-monkey-climbing-the-mountain,猴子翻山 Monkey climbing the mountain,猴子翻山 Monkey climbing the mountain,Hou Zi Fan Shan  Monkey climbing the mountain,curated,
0.5117,11,8093,new_entry,lesson-1-atari,lesson-1-atari,Lesson #1 Atari,Lesson #1 Atari,Lesson #1 Atari,curated,
0.5117,62,4312,already_matched,essential-life-and-death-partie-un,essential-life-and-death-partie-un,Essential Life and Death (Partie Un),Essential Life and Death (Partie Un),Essential Life and Death (Partie Un),curated,essential-life-and-death
0.5116,30,3948,new_entry,my-easy-puzzles,my-easy-puzzles,my easy puzzles,my easy puzzles,my easy puzzles,curated,
0.5115,46,4494,new_entry,carpenter-square,carpenter-square,Carpenter square,Carpenter's square,Carpenter's square,curated,
0.5114,31,8705,slug_collision,ogs-unknown,epidekm-echphhmaak,เปิดเกม - เชพหมาก,[camp] เปิดเกม - เชพหมาก,[camp] epidekm - echphhmaak,curated,
0.5114,16,9046,new_entry,ecole-de-go-de-rennes-j-s-kis-25k,ecole-de-go-de-rennes-josekis-25k,Ecole de Go de Rennes - Jôsékis 25k,Ecole de Go de Rennes - Jôsékis 25k,Ecole de Go de Rennes - Josekis 25k,curated,
0.5112,73,3167,new_entry,honinbo-shusai-curious-mechanics-of-life-death-igo-kenkyukai-1-1,honinbo-shusai-curious-mechanics-of-life-death-igo-kenkyukai-1-1,Honinbo Shusai - Curious Mechanics of Life & Death (Igo Kenkyukai) (1) 1981 ISBN4-381-00572-4,Honinbo Shusai - Curious Mechanics of Life & Death (Igo Kenkyukai) (1) 1981 ISBN4-381-00572-4  [Atorrante],Honinbo Shusai - Curious Mechanics of Life & Death (Igo Kenkyukai) (1) 1981 ISBN4-381-00572-4  [Atorrante],curated,
0.5112,24,6597,slug_collision,by-krun,ecchaaaekhaabaan-by-krun,เจาะเข้าบ้าน by krun,เจาะเข้าบ้าน by krun,ecchaaaekhaabaan by krun,curated,
0.5107,13,6073,new_entry,1200igo-quiz17,1200igo-quiz17,1200igo Quiz17,1200igo Quiz17,1200igo Quiz17,curated,
0.5106,27,8345,new_entry,btvn-bu-i-3,btvn-buoi-3,BTVN buổi 3,BTVN buổi 3,BTVN buoi 3,curated,
0.5105,12,1818,new_entry,t-cnica-de-snapback,tecnica-de-snapback,técnica de snapback,técnica de snapback,tecnica de snapback,curated,
0.5104,20,6430,new_entry,net-for-beginner,net-for-beginner,Net for Beginner,Net for Beginner,Net for Beginner,curated,
0.5103,44,3137,new_entry,introduction-to-go-for-new-players-and-beginners,introduction-to-go-for-new-players-and-beginners,Introduction to GO for New Players and Beginners,Introduction to GO for New Players and Beginners,Introduction to GO for New Players and Beginners,curated,
0.5102,10,10790,new_entry,30k-to-9d,30k-to-9d,30k to 9d,30k to 9d,30k to 9d,curated,
0.5101,32,3898,already_matched,common-corner-life-and-death-intermediate,common-corner-life-and-death-intermediate,Common Corner Life and Death: Intermediate+,Common Corner Life and Death: Intermediate+,Common Corner Life and Death: Intermediate+,curated,corner-life-and-death
0.5101,60,3424,new_entry,dutch-go-magazine-1984-21,dutch-go-magazine-1984-21,Dutch Go Magazine 1984 (21),Dutch Go Magazine 1984 (21)  [Atorrante],Dutch Go Magazine 1984 (21)  [Atorrante],curated,
0.5097,25,601,new_entry,common-shapes-you-should-know,common-shapes-you-should-know,Common Shapes you should know,Common Shapes you should know,Common Shapes you should know,curated,
0.509,36,9978,already_matched,endgame-1,endgame-yose-1,Endgame ヨセ 1,Endgame ヨセ 1,Endgame yose 1,curated,endgame-problems
0.509,12,6156,already_matched,cut-on-two-sides,liang-bian-duan-cut-on-two-sides,兩邊斷 Cut on two sides,兩邊斷 Cut on two sides,Liang Bian Duan  Cut on two sides,curated,cutting-problems
0.5086,18,175,new_entry,mistakes-in-joseki-1-15-kyu,mistakes-in-joseki-1-15-kyu,Mistakes in Joseki 1-15 kyu.,Mistakes in Joseki 1-15 kyu.,Mistakes in Joseki 1-15 kyu.,curated,
0.5086,13,4949,new_entry,junior-go-0-2,junior-go-0-2,junior go 0.2,junior go 0.2,junior go 0.2,curated,
0.5083,22,1491,new_entry,joshua-tutorial-on-how-to-play-go,joshua-tutorial-on-how-to-play-go,Joshua Tutorial on How to Play Go,Joshua's Tutorial on How to Play Go,Joshua's Tutorial on How to Play Go,curated,
0.5083,12,3586,new_entry,taruc-practice-4,taruc-practice-4,TARUC: Practice#4,TARUC: Practice#4,TARUC: Practice#4,curated,
0.5083,39,6707,already_matched,9x9-yose-questions-beginner,guan-zi-qiang-hua-shu-chu-ji-pian-9x9-yose-questions-beginner,官子強化書 初級篇 9x9 Yose questions beginner,官子強化書  初級篇 9x9 Yose questions beginner,Guan Zi Qiang Hua Shu   Chu Ji Pian  9x9 Yose questions beginner,curated,endgame-problems
0.5078,157,7553,new_entry,dutch-go-magazine-2014-16-bul-2-28-atorrante,dutch-go-magazine-2014-16-bul-2-28-atorrante,Dutch Go Magazine 2014-16 Bul 2-28 (Atorrante),Dutch Go Magazine 2014-16  Bul 2-28 (Atorrante),Dutch Go Magazine 2014-16  Bul 2-28 (Atorrante),curated,
0.5078,20,1288,new_entry,levelup-7-test1,levelup-7-test1,LevelUp.7.test1.,LevelUp.7.test1.,LevelUp.7.test1.,curated,
0.5073,12,6158,already_matched,kosumi-to-cut,jian-fen-duan-kosumi-to-cut,尖分斷 Kosumi to cut,尖分斷 Kosumi to cut,Jian Fen Duan  Kosumi to cut,curated,cutting-problems
0.5072,217,10832,new_entry,o-g-s-learn-to-play-go-part-4-1-4-13,o-g-s-learn-to-play-go-part-4-1-4-13,O.G.S.: Learn to play go part 4.1 ~ 4.13,O.G.S.: Learn to play go part 4.1 ~ 4.13 [Atorrante],O.G.S.: Learn to play go part 4.1 ~ 4.13 [Atorrante],curated,
0.5072,70,335,new_entry,oldland,oldland,OldLanD,OldLanD,OldLanD,curated,
0.5068,100,6472,new_entry,basic-tesuji-1,basic-tesuji-1,Basic Tesuji #1,Basic Tesuji #1,Basic Tesuji #1,curated,
0.5068,47,10771,new_entry,moving-to-a-bigger-board-13x13-19x19-strategies,moving-to-a-bigger-board-13x13-19x19-strategies,Moving to a bigger board: 13x13/19x19 Strategies,Moving to a bigger board: 13x13/19x19 Strategies,Moving to a bigger board: 13x13/19x19 Strategies,curated,
0.5068,13,5570,new_entry,capture-towards-the-first-line,xiang-yi-xian-fang-xiang-jiao-chi-capture-towards-the-first-line,向一線方向叫吃 Capture towards the first line,向一線方向叫吃 Capture towards the first line,Xiang Yi Xian Fang Xiang Jiao Chi  Capture towards the first line,curated,
0.5068,80,7747,new_entry,sung-ho-baek-the-master-of-haengma,sung-ho-baek-the-master-of-haengma,Sung-Ho Baek The Master of Haengma,Sung-Ho Baek's The Master of Haengma [Atorrante],Sung-Ho Baek's The Master of Haengma [Atorrante],curated,
0.5067,14,8997,slug_collision,ogs-1,ese-1,Есэ 1,Есэ 1,Ese 1,curated,
0.5065,22,5790,new_entry,kake-cover,ji-ben-shou-jin-shi-dian-feng-suo-kake-cover,基本手筋事典 封鎖 Kake (Cover),基本手筋事典  封鎖  Kake (Cover),Ji Ben Shou Jin Shi Dian   Feng Suo   Kake (Cover),curated,
0.5065,134,10967,new_entry,o-g-s-learn-to-play-go-part-6-64-6-74,o-g-s-learn-to-play-go-part-6-64-6-74,O.G.S.: Learn to play go part 6.64 ~ 6.74,O.G.S.: Learn to play go part 6.64 ~ 6.74 [Atorrante],O.G.S.: Learn to play go part 6.64 ~ 6.74 [Atorrante],curated,
0.5064,10,9869,new_entry,10-goodaa,jing-shan-jing-shan-10-goodaa,井山丼山 10 goodaa,井山丼山 10 goodaa's,Jing Shan Jing Shan  10 goodaa's,curated,
0.5061,52,6619,new_entry,battle-of-one-eye,yi-yan-de-gong-fang-battle-of-one-eye,一眼的攻防 Battle of one eye,一眼的攻防 Battle of one eye,Yi Yan De Gong Fang  Battle of one eye,curated,
0.506,19,8139,already_matched,endgame-to-connect-or-not-to-connect,endgame-to-connect-or-not-to-connect,Endgame - To connect or not to connect,Endgame - To connect or not to connect,Endgame - To connect or not to connect,curated,connection-problems
0.5059,13,6102,new_entry,double-ko,yao-tou-jie-double-ko,搖頭劫 Double Ko,搖頭劫 Double Ko,Yao Tou Jie  Double Ko,curated,
0.5058,10,771,already_matched,1-move-problems,1-move-problems,1 Move Problems,1 Move Problems,1 Move Problems,curated,vital-point
0.5055,11,8651,slug_collision,capture1,cchabkin-capture1,จับกิน Capture1,จับกิน Capture1,cchabkin Capture1,curated,
0.5054,103,3047,new_entry,utaro-hashimoto-1-1980-isbn4-381-00571-6,utaro-hashimoto-1-1980-isbn4-381-00571-6,Utaro Hashimoto (1) 1980 - ISBN4-381-00571-6,Utaro Hashimoto (1) 1980 - ISBN4-381-00571-6  [Atorrante],Utaro Hashimoto (1) 1980 - ISBN4-381-00571-6  [Atorrante],curated,
0.5054,15,5539,slug_collision,double-atari,double-atari,double atari,double atari,double atari,curated,
0.5053,13,6061,new_entry,get-a-base,huo-qu-gen-ju-di-get-a-base,獲取根據地 Get a base,獲取根據地 Get a base,Huo Qu Gen Ju Di  Get a base,curated,
0.5053,10,10838,new_entry,45-kyu-direct-death-collection,45-kyu-direct-death-collection,45 Kyu direct death collection,45 Kyu direct death collection,45 Kyu direct death collection,curated,
0.5053,15,8989,slug_collision,ogs-3,tekhnika-3,Техника 3,Техника 3,Tekhnika 3,curated,
0.5052,12,1806,new_entry,nudo-de-bamb,nudo-de-bambu,Nudo de bambú,Nudo de bambú,Nudo de bambu,curated,
0.505,24,297,new_entry,5x5-problems-from-fukui-masaaki-8d,5x5-problems-from-fukui-masaaki-8d,5x5 problems from Fukui Masaaki (8D),5x5 problems from Fukui Masaaki (8D),5x5 problems from Fukui Masaaki (8D),curated,
